"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Liminka,50.4,46.8,53.3,58.0,59.8,57.4,63.5,65.6,71.7,77.1,79.1,83.1,80.5,79.4,80.5,75.7,64.4,67.5,69.3,75.7,77.6,84.5,84.8,87.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Liperi,66.4,69.2,74.4,78.2,78.2,77.3,79.8,87.3,93.3,99.1,99.6,99.5,95.4,96.6,95.0,93.5,82.9,83.8,88.7,92.9,96.9,103.3,110.1,119.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Lohja,56.1,60.8,65.8,68.8,74.0,75.6,80.2,86.6,90.6,95.5,97.7,99.4,101.2,97.9,95.9,93.5,84.7,87.0,89.0,95.4,96.9,102.0,103.8,106.4
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Loimaa,56.3,57.5,60.9,64.7,70.7,71.7,77.8,79.9,83.7,85.4,99.2,94.5,90.8,87.8,86.7,84.8,76.1,80.3,81.6,85.0,86.2,95.2,93.9,92.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Loppi,62.3,63.2,58.2,61.4,76.2,75.4,77.6,83.2,82.9,91.5,92.3,85.5,82.9,76.3,76.1,77.7,72.3,77.3,78.1,87.0,86.3,86.0,90.9,94.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Loviisa,48.5,53.2,56.1,54.9,63.1,66.5,73.2,82.2,86.1,85.6,91.5,88.9,92.6,91.1,90.7,84.4,77.0,73.9,74.9,81.3,80.3,88.4,90.0,95.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Luhanka,44.5,38.5,55.3,56.7,44.9,54.1,53.0,55.6,56.1,48.7,44.2,50.6,63.0,47.8,33.4,56.2,64.2,56.2,58.6,52.6,60.6,71.2,59.5,49.4
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Lumijoki,46.3,47.7,42.5,47.0,49.0,51.3,56.6,54.4,65.6,59.3,70.6,71.6,66.7,66.7,64.5,55.2,46.8,56.3,57.4,61.6,53.2,67.5,75.0,82.4
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Lumparland,50.8,29.0,55.8,44.5,50.0,45.5,74.4,59.6,65.5,53.1,62.8,85.2,74.8,96.3,91.7,85.3,94.8,86.8,91.3,100.5,90.0,97.6,82.5,82.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Luumäki,56.9,51.9,51.7,50.1,59.0,63.9,66.4,68.7,80.4,80.2,79.1,83.7,84.2,71.3,75.7,72.0,65.5,62.8,69.3,68.9,84.2,88.5,95.3,95.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Malax,50.4,53.5,56.3,58.6,58.1,55.3,67.9,74.5,80.2,73.4,70.5,73.6,80.2,70.5,66.0,65.6,56.9,60.2,60.0,63.9,69.7,71.8,73.2,76.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Mariehamn,43.5,47.1,51.2,54.6,59.2,59.4,65.0,71.1,76.9,76.8,79.7,83.7,85.2,87.5,85.9,87.4,72.3,71.0,69.1,75.1,77.1,79.6,78.0,85.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Marttila,52.2,58.4,62.4,59.0,64.3,70.6,71.0,77.3,84.2,87.5,95.2,101.0,93.9,90.8,94.8,84.7,69.2,71.2,74.7,88.2,85.8,88.2,90.4,91.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Masku,49.9,52.8,59.5,62.7,67.6,64.3,74.4,81.6,83.3,81.7,84.8,84.1,81.4,83.7,76.8,77.1,72.2,73.7,75.0,75.5,79.4,79.9,81.9,85.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Merijärvi,57.7,62.1,55.6,60.4,73.5,72.0,68.1,73.7,73.0,85.6,89.7,88.1,78.4,81.1,65.5,73.9,59.6,73.3,69.2,73.9,85.3,95.8,87.2,101.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Merikarvia,48.3,51.4,51.9,56.8,64.9,57.5,67.9,72.3,81.1,89.5,89.5,92.2,93.6,89.2,96.1,79.8,72.1,75.7,82.3,91.5,79.1,79.3,76.8,94.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Miehikkälä,50.4,42.0,56.4,64.2,65.6,75.4,82.9,74.3,70.5,72.4,76.3,78.0,83.0,70.2,67.0,75.9,61.6,63.8,66.3,66.7,73.0,63.3,73.4,82.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Mikkeli,61.9,62.6,65.2,69.1,72.6,75.1,81.8,84.5,87.4,92.6,93.1,94.4,96.0,92.7,92.5,93.7,79.8,83.1,88.6,94.6,101.4,105.6,107.7,111.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Muhos,56.2,54.7,64.3,67.8,71.8,74.9,82.0,88.2,94.3,91.3,91.6,92.7,90.7,86.9,87.8,90.9,77.4,77.0,86.6,91.1,89.5,92.3,101.9,104.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Multia,39.1,42.3,48.1,45.0,48.6,47.7,46.7,47.2,45.8,53.6,69.8,71.7,87.2,67.3,60.5,57.8,56.6,65.4,65.0,74.0,74.5,77.3,73.0,79.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Muonio,42.6,48.4,38.6,33.2,37.9,39.7,44.7,53.6,54.9,61.8,61.0,53.0,53.3,58.2,61.6,64.5,47.2,41.8,50.0,54.1,65.4,70.4,86.0,101.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Muurame,53.8,55.2,59.9,61.7,57.9,59.2,69.7,79.2,79.4,87.4,92.5,90.6,88.3,76.0,74.5,68.9,60.8,65.9,69.9,82.6,83.6,85.3,88.2,94.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Mynämäki,48.9,56.5,60.7,60.7,68.6,69.7,78.8,81.8,85.8,84.7,82.4,87.7,83.1,86.6,80.9,87.0,72.9,76.2,84.7,89.7,93.5,94.3,96.0,104.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Myrskylä,51.8,51.1,59.0,56.9,60.3,56.3,56.5,69.2,76.9,82.5,77.7,88.4,83.8,75.2,86.9,76.5,60.8,70.2,61.5,74.4,80.0,78.3,89.6,86.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Mäntsälä,58.6,56.5,57.8,60.3,61.3,66.6,70.7,75.4,82.2,90.3,92.3,93.1,88.7,87.1,86.5,81.8,75.6,76.5,80.3,83.5,88.1,87.7,91.3,92.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Mänttä-Vilppula,54.7,54.7,58.6,59.8,62.8,66.2,72.3,85.0,90.0,89.4,92.5,93.1,95.1,92.3,97.7,101.5,95.1,98.2,100.0,100.2,102.3,106.8,110.1,112.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Mäntyharju,58.7,59.4,58.8,65.3,66.6,65.7,64.4,73.1,73.6,76.9,80.6,77.8,75.5,75.8,74.5,76.3,71.6,72.0,74.5,78.4,83.2,87.2,94.3,100.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Naantali,58.0,59.5,66.6,69.4,74.6,79.8,80.8,87.2,93.9,95.7,95.6,99.7,98.2,94.2,92.4,92.1,83.1,87.0,85.3,93.5,95.1,99.8,104.3,104.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Nakkila,53.7,55.7,59.7,57.4,65.0,68.6,68.3,79.6,84.6,90.7,94.2,93.4,89.4,91.0,93.4,92.0,80.8,93.0,94.1,98.9,104.8,101.6,113.2,112.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Nivala,45.3,46.0,52.0,55.9,60.1,62.6,72.9,80.1,88.0,87.6,93.0,88.8,89.6,81.8,86.0,84.3,70.7,72.4,75.3,80.8,84.3,87.4,91.4,92.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Nokia,55.8,61.1,64.9,64.3,70.3,70.6,78.7,91.4,96.3,96.7,102.2,102.4,102.0,93.1,94.2,93.6,79.9,82.4,86.2,89.5,90.7,99.1,102.7,109.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Nousiainen,50.7,56.1,58.1,62.5,61.1,73.3,73.7,77.2,80.7,83.7,88.6,86.0,92.9,82.8,80.8,73.6,68.4,69.5,79.0,79.2,83.3,91.0,96.1,104.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Nurmes,62.5,67.9,71.6,76.1,78.4,78.3,87.3,90.9,97.3,102.9,101.2,95.7,103.2,90.6,90.2,90.1,81.7,90.0,87.3,88.5,92.2,102.6,103.2,104.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Nurmijärvi,57.5,56.9,59.9,63.6,65.4,69.6,77.3,84.2,88.2,90.0,89.0,90.6,90.2,88.9,88.3,86.5,75.3,78.7,79.6,84.6,85.3,89.5,92.5,95.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Nykarleby,45.3,47.9,48.4,52.9,55.9,63.7,67.5,68.6,74.6,76.1,83.5,86.2,82.0,83.8,89.6,93.4,75.4,77.1,81.7,89.2,89.1,85.8,90.1,93.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Närpes,36.8,41.1,41.3,39.3,48.7,48.2,55.5,59.2,58.7,59.9,64.4,65.8,64.1,61.0,62.1,63.1,52.6,53.2,53.9,55.4,58.3,60.0,68.4,68.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Orimattila,54.8,56.3,58.0,64.8,62.7,67.1,74.4,80.0,79.9,82.1,81.4,82.5,80.7,77.2,74.6,78.4,65.6,68.6,73.1,78.0,85.0,83.2,88.6,91.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Oripää,46.6,51.5,59.9,60.4,61.3,74.8,56.9,76.1,78.3,83.8,102.7,87.7,88.4,98.2,83.9,82.2,62.0,66.7,57.7,75.4,80.5,58.5,72.0,93.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Orivesi,66.1,66.5,66.5,67.7,72.7,73.3,79.4,88.2,90.5,92.7,97.3,99.7,104.0,95.6,86.8,86.4,81.3,80.9,86.2,92.4,96.1,99.8,102.8,106.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Oulainen,57.2,62.5,66.4,71.1,72.6,75.5,79.8,85.7,89.0,91.6,102.9,102.5,98.4,90.6,82.7,79.1,76.6,73.0,73.8,77.2,85.4,93.2,95.2,100.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Oulu,53.5,55.1,58.4,60.5,64.3,71.1,77.8,86.9,92.1,95.4,95.5,96.7,96.5,90.1,88.1,86.6,73.7,74.0,77.2,83.8,85.8,91.5,96.8,102.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Outokumpu,71.5,65.6,75.3,76.1,76.8,82.8,88.1,93.7,95.4,98.9,96.0,97.5,91.2,95.9,97.2,93.9,82.4,84.9,89.7,96.7,105.8,115.6,114.8,117.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Padasjoki,66.9,72.6,74.7,70.2,75.5,84.6,91.8,98.1,98.3,99.5,88.5,96.5,95.7,85.1,75.2,80.4,74.2,69.7,77.1,79.2,75.1,83.4,96.6,101.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Paimio,58.0,60.3,59.3,60.9,65.7,70.1,80.1,86.5,94.0,95.0,91.6,96.6,94.6,87.3,93.0,92.7,81.7,81.2,82.6,88.8,94.2,90.3,95.9,103.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Paltamo,51.6,46.8,55.0,56.1,56.4,60.9,69.5,79.0,92.1,98.7,103.6,102.9,103.2,98.4,95.1,89.2,78.6,84.4,83.3,94.5,99.7,93.7,94.6,103.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pargas,49.9,55.9,56.1,57.4,60.6,65.9,68.9,79.7,82.4,79.3,79.3,83.2,86.5,86.1,83.7,87.6,77.6,75.4,77.5,81.2,83.4,93.4,89.5,92.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Parikkala,47.3,44.6,56.0,54.1,61.7,60.5,68.9,72.1,73.1,76.5,83.9,75.8,78.1,73.9,74.1,70.9,66.4,67.1,65.9,80.1,80.7,89.6,89.8,95.4
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Parkano,62.6,64.7,55.7,52.2,52.1,51.2,55.2,59.7,65.8,68.9,69.3,73.6,74.2,78.6,75.8,79.3,71.4,72.8,72.1,76.0,78.6,81.4,84.9,86.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pedersöre,44.3,50.0,50.9,52.6,52.8,57.3,59.5,67.1,73.2,75.8,75.6,80.6,86.2,80.5,88.1,88.5,73.8,73.7,74.0,80.2,80.7,89.4,90.5,90.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pelkosenniemi,57.4,53.2,67.2,62.3,78.1,78.7,94.1,104.5,91.5,93.4,102.5,90.9,82.9,82.5,62.9,68.6,56.0,62.9,61.9,76.2,55.6,78.9,81.6,72.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pello,38.3,39.0,46.7,40.4,45.6,45.2,53.6,57.6,66.0,66.9,67.6,64.8,69.2,69.6,68.2,76.9,68.6,72.6,68.4,78.4,78.3,88.4,90.1,95.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Perho,38.7,37.3,43.0,37.7,48.4,43.0,47.7,53.7,58.2,69.0,84.6,86.4,90.1,79.8,93.9,89.6,86.7,82.2,82.5,84.1,79.8,83.1,94.4,99.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pertunmaa,55.4,49.8,50.9,58.4,63.6,74.3,74.9,77.8,80.4,90.1,104.2,92.2,97.3,96.8,93.5,87.4,70.6,68.7,87.6,101.6,112.5,89.1,104.0,119.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Petäjävesi,46.7,47.3,56.3,58.9,62.5,70.9,73.3,81.9,90.0,85.6,99.5,104.1,97.8,94.1,88.5,94.1,83.5,80.5,79.4,80.8,91.8,87.9,90.6,91.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pieksämäki,66.4,66.5,68.5,72.1,79.5,78.0,86.4,95.5,96.3,99.1,99.9,102.5,104.6,100.5,99.8,99.9,91.9,92.4,101.0,104.4,109.4,122.7,125.6,126.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pielavesi,71.6,76.1,77.1,75.4,83.7,83.9,96.5,107.0,112.7,111.5,116.0,111.4,115.8,101.2,105.3,115.1,96.5,107.9,104.3,113.4,120.6,124.2,114.9,121.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pihtipudas,47.4,56.5,54.0,61.4,67.5,63.4,74.2,86.1,95.5,98.5,110.8,102.4,100.7,87.4,84.0,84.3,75.4,81.8,85.4,83.5,89.1,94.6,102.9,113.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pirkkala,56.7,57.3,61.7,63.2,69.9,73.6,76.5,86.9,90.6,97.6,98.9,98.1,98.3,93.4,90.4,88.8,79.4,77.5,82.7,85.6,86.2,85.3,84.9,91.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Polvijärvi,64.0,65.8,67.5,71.0,70.2,65.2,67.6,79.7,80.3,86.3,83.1,81.0,86.9,80.2,77.0,73.0,65.2,65.9,76.6,79.3,87.0,89.7,98.4,111.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pomarkku,54.9,56.6,45.4,54.2,60.1,71.8,70.4,71.8,80.5,83.4,96.8,113.1,99.1,93.4,101.6,115.5,89.5,99.3,106.3,116.4,109.4,100.8,120.0,108.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pori,57.9,58.9,62.5,65.2,69.7,72.2,77.6,89.2,93.4,96.1,99.2,97.6,99.3,96.5,94.6,94.2,82.8,87.0,90.1,95.5,97.4,102.9,108.2,111.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pornainen,44.0,51.5,50.6,53.5,53.3,57.2,67.0,69.8,76.2,81.8,82.5,82.9,79.7,77.9,77.8,79.6,60.9,65.7,72.7,73.3,81.3,78.7,82.7,76.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Porvoo,48.8,51.5,54.6,58.1,62.9,65.5,71.4,82.7,88.2,87.6,87.8,88.3,85.5,85.1,84.0,82.6,72.1,71.9,72.0,76.5,78.6,83.9,85.1,89.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Posio,47.7,47.3,52.0,50.6,52.4,51.4,53.7,66.5,74.9,67.2,65.4,66.9,69.4,61.3,70.7,71.1,63.1,71.1,77.2,84.6,87.6,92.2,103.8,105.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pudasjärvi,52.9,56.8,60.7,61.4,63.6,64.6,77.7,83.2,89.6,95.9,95.0,94.8,91.5,94.8,94.3,100.0,84.7,86.4,85.5,88.1,89.0,93.1,93.3,99.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pukkila,44.8,42.9,49.6,48.2,56.9,50.9,69.1,78.9,86.8,87.8,86.3,90.5,90.5,77.2,79.7,81.6,61.8,70.8,71.4,76.6,69.2,82.9,78.7,79.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Punkalaidun,44.4,48.5,53.5,51.7,65.3,69.1,72.0,72.6,74.9,86.3,84.1,86.2,85.2,80.2,82.2,80.4,70.2,66.1,71.5,70.1,73.6,79.8,92.5,88.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Puolanka,84.2,80.6,83.0,79.6,84.5,80.0,87.0,103.9,98.2,105.9,111.8,106.7,104.6,97.9,98.0,86.3,81.2,79.3,91.9,99.9,108.6,107.8,107.9,119.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Puumala,69.1,63.1,63.0,64.1,75.6,70.5,70.6,80.8,90.3,84.3,84.6,80.9,81.4,80.1,74.0,78.4,69.8,62.5,85.0,82.4,79.7,83.2,79.5,85.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pyhtää,44.1,43.4,50.4,49.4,57.2,63.6,64.4,70.8,69.9,74.4,71.6,71.5,69.4,69.1,66.6,65.7,58.3,63.4,68.9,67.6,66.1,76.5,81.7,88.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pyhäjoki,48.4,49.7,45.6,47.2,49.7,47.8,63.5,77.6,78.1,78.3,70.3,72.7,80.0,79.1,76.7,84.9,69.8,74.9,71.5,71.7,71.8,74.3,82.8,87.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pyhäjärvi,69.9,66.9,68.8,70.5,74.8,75.7,82.6,81.8,81.8,92.9,98.7,102.3,97.0,89.9,82.1,81.2,74.7,77.3,79.3,79.9,86.5,93.5,102.3,99.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pyhäntä,52.7,52.4,51.1,49.1,56.5,54.0,67.4,65.9,63.0,66.5,79.6,72.5,66.6,62.9,58.8,68.4,56.5,68.6,57.4,59.3,56.7,48.3,54.5,60.9
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pyhäranta,47.7,56.9,60.8,60.9,63.9,60.2,55.9,82.8,85.7,87.0,80.0,82.9,82.8,76.1,67.6,71.7,64.1,73.1,76.2,86.4,88.6,90.6,88.5,94.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pälkäne,68.5,62.5,69.3,80.8,75.7,74.6,84.1,87.6,99.0,97.2,98.0,95.9,99.2,93.4,93.1,92.8,83.2,81.6,83.6,87.1,94.2,97.2,104.6,102.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Pöytyä,64.9,72.9,69.5,68.5,75.8,76.7,78.4,81.8,90.1,89.7,92.3,97.5,94.6,91.5,92.5,88.7,80.5,88.0,85.0,96.7,93.7,100.2,100.0,100.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Raahe,53.7,54.2,59.1,62.3,69.6,73.5,82.7,89.5,93.2,99.3,101.8,103.2,98.7,94.6,92.9,90.1,80.3,82.4,85.1,90.6,92.6,96.6,100.2,106.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Raasepori,52.2,56.3,57.0,57.8,63.9,66.1,69.9,72.5,78.3,80.0,79.8,83.2,81.7,82.3,80.4,80.7,66.8,69.6,76.3,78.5,82.5,87.8,91.6,94.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Raisio,58.0,63.0,66.7,70.1,73.1,75.5,84.7,96.5,98.9,98.1,103.0,101.4,105.1,99.3,97.5,97.6,82.8,81.8,85.0,90.1,92.6,95.7,100.7,101.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rantasalmi,41.8,45.1,48.1,52.1,55.2,55.7,59.4,65.3,65.3,71.5,82.1,78.2,74.6,71.6,78.0,80.6,72.3,67.7,70.0,74.1,83.1,91.7,78.2,91.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Ranua,70.3,63.4,74.4,78.3,75.5,75.4,92.4,92.3,92.7,109.9,113.4,111.2,102.8,98.3,88.2,97.0,88.5,89.6,94.4,104.6,112.9,118.5,112.7,114.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rauma,52.0,51.8,57.9,61.0,67.1,68.2,72.8,86.4,90.2,92.1,93.2,95.8,95.1,89.6,88.8,88.1,78.7,81.1,84.8,86.4,88.8,90.8,96.4,99.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rautalampi,60.3,60.9,69.8,70.8,75.3,74.6,86.7,93.4,101.8,110.0,111.2,113.8,112.1,107.8,105.0,102.4,92.8,90.3,88.8,88.3,94.6,102.5,105.7,112.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rautavaara,64.4,65.8,80.5,80.6,91.7,101.2,98.9,99.0,101.2,94.2,92.6,109.0,104.9,92.1,107.0,105.5,101.6,111.0,123.0,128.0,132.3,132.9,139.0,136.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rautjärvi,40.1,43.2,45.6,46.4,51.2,51.8,57.1,77.6,83.3,82.8,76.6,82.7,87.8,84.9,78.8,77.7,68.4,79.6,79.6,73.1,80.3,80.9,92.8,92.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Reisjärvi,54.5,50.3,53.2,56.6,66.4,61.6,71.1,60.6,72.4,71.3,66.7,77.9,81.5,69.8,64.0,59.8,52.5,61.5,63.1,60.0,62.7,67.2,74.2,78.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Riihimäki,60.4,62.3,65.9,72.1,78.9,78.5,84.7,94.3,101.1,102.8,102.0,104.7,102.9,95.6,91.0,89.8,77.1,82.5,86.2,92.6,91.5,99.9,103.4,110.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Ristijärvi,78.5,72.7,79.1,77.8,80.6,79.7,74.9,83.2,90.7,91.5,106.2,94.4,91.3,99.6,109.8,95.0,85.1,76.0,78.8,91.3,75.5,79.9,94.6,88.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rovaniemi,45.4,46.4,48.8,52.0,55.1,59.6,69.1,74.9,78.4,80.5,81.4,81.8,81.1,80.2,83.4,80.8,70.7,72.4,76.2,84.6,87.3,94.2,97.5,102.3
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Ruokolahti,52.2,57.0,59.1,61.6,68.4,64.3,72.0,93.1,86.7,88.1,91.0,93.9,88.2,83.7,84.6,83.0,76.8,72.4,79.2,77.5,89.6,86.4,87.0,90.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Ruovesi,53.5,52.8,67.0,71.8,73.5,77.0,81.2,85.4,92.0,94.3,100.7,103.7,103.1,105.4,98.1,100.6,84.5,86.6,98.5,91.4,90.5,101.7,95.0,97.1
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rusko,54.8,58.2,56.2,60.9,64.6,68.6,62.2,84.3,86.9,86.7,88.0,92.9,91.0,84.4,80.9,77.4,65.6,68.9,80.0,74.9,81.4,82.6,83.0,94.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Rääkkylä,64.2,59.1,70.9,75.9,75.9,77.5,82.4,90.6,89.0,87.3,94.6,94.8,104.5,103.2,102.8,92.7,81.1,91.5,106.2,108.1,110.1,111.8,104.9,93.0
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Saarijärvi,51.5,52.1,54.0,51.2,56.6,58.7,64.8,69.8,76.8,82.8,87.4,91.8,86.7,79.2,78.1,80.6,73.5,69.4,77.6,81.6,87.1,90.7,94.4,103.5
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Salla,45.6,53.5,50.6,51.3,56.4,55.6,60.6,62.8,69.8,70.2,69.1,74.7,73.7,73.1,68.7,69.9,63.8,67.4,74.6,77.1,87.7,74.7,90.2,99.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Salo,58.0,60.5,63.2,68.8,73.9,77.0,83.8,90.0,93.2,96.4,97.2,98.2,98.1,95.3,92.5,91.6,79.4,84.7,87.3,90.8,93.3,98.9,104.0,106.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Saltvik,33.5,31.4,44.7,52.0,52.1,56.6,55.2,53.5,55.7,60.3,63.2,54.8,54.9,57.9,52.6,59.3,50.5,42.7,44.7,55.2,59.9,55.2,67.9,67.2
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Sastamala,56.8,55.5,59.2,62.1,65.9,70.3,78.8,85.1,89.8,95.0,103.3,104.8,104.3,98.5,98.5,98.0,85.8,91.6,89.3,93.0,90.8,98.0,104.2,104.7
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Sauvo,57.9,58.1,60.0,52.3,65.6,61.3,68.5,71.5,80.9,87.3,87.4,94.8,104.1,93.5,92.9,93.8,83.6,74.5,81.3,86.9,86.8,91.7,96.1,89.8
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Savitaipale,56.7,60.9,59.2,63.4,68.5,61.6,71.3,76.6,78.1,80.0,82.8,79.3,81.6,77.8,80.2,82.5,67.2,74.7,75.1,75.6,74.8,80.8,80.2,94.6
"Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age",Savonlinna,45.7,46.5,52.6,53.6,58.2,60.4,67.4,75.7,78.9,82.5,83.5,83.7,85.7,84.2,83.0,83.3,72.7,74.5,80.3,87.7,90.1,94.1,98.7,103.1
