municipality,year,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance
Rantasalmi,2009,0,0,0,0,6.5,103,35,27,385,56,0,17,5,6,190,9.5,457.375,3266,232,9,495.5,181,0,62,4,8.5,0,20
Rantasalmi,2010,0,0,0,0,6.5,91,40,26,372,54,0,17,5,6,179,9.5,457.375,3262,240,6,495.5,199,0,56,6,8.5,0,26
Rantasalmi,2011,0,0,0,0,6.5,87,56,43,358,59,0,17,5,6,166,9.5,457.375,3160,231,4,0,185,0,71,7,8.5,0,27
Rantasalmi,2012,0,0,0,0,6.5,87,66,55,348,56,0,17,5,6,160,9.5,457.375,3128,207,4,0,209,0,81,11,8.5,0,37
Rantasalmi,2013,0,0,0,0,6.5,80,76,48,337,61,0,17,5,6,136,9.5,457.375,3097,236,4,0,213,0,70,10,8.5,0,25
Rantasalmi,2014,0,0,0,0,6.5,68,72,51,334,66,0,17,5,5,121,9.5,457.375,3024,217,4,0,218,0,68,6,8.5,0,21
Rantasalmi,2015,0,0,0,0,4,55,71,40,312,59,0,17,5,5,119,9.5,457.375,2981,205,5,0,216,0,56,7,8.5,0,28
Rantasalmi,2016,0,0,0,0,4,47,65,36,307,55,0,17,5,5,102,9.5,457.375,2682,214,5,0,225,0,63,9,8.5,0,24
Rantasalmi,2017,0,0,0,0,5,55,70,36,294,60,0,17,5,5,94,9.5,0,2636,195,5,0,207,0,61,7,8.5,0,17
Rantasalmi,2018,32.23076923,771.1538462,0,163.8461538,5,34.33333333,29.92307692,12.33333333,276.7692308,33.23076923,0,17,5,5,61.72727273,4,52.46153846,1352.846154,48.15384615,5,100.7692308,127.9230769,208.2307692,21.53846154,4,8.5,87.92307692,18
Rantasalmi,2019,40,746.4615385,0,156.7692308,5,33.66666667,35.38461538,15.84615385,270.3846154,26.61538462,0,17,5,5,48.84615385,7,51.69230769,1369.076923,46.61538462,5,98.30769231,117.6923077,204.4615385,18.84615385,11,8.5,83,11
Rantasalmi,2020,43.92307692,780.4615385,0,147.2307692,5,31.36363636,40.53846154,21.23076923,252.7692308,23.07692308,0,17,5,5,52.84615385,6,60.07692308,1312.769231,46.61538462,5,113.2307692,126.6923077,220.9230769,20.61538462,5,8.5,81.69230769,19
Rantasalmi,2021,40.07692308,762.3846154,0,144.0769231,5,23.23076923,40.84615385,19.76923077,244.3846154,18.61538462,0,5,5,5,64.45454545,5,52.84615385,1302.538462,52.15384615,5,110.4615385,112.6923077,209.2307692,19.61538462,5,8.5,75.69230769,8.666666667
Rantasalmi,2022,36.92307692,746.2307692,0,139.6923077,4,22.25,45.76923077,21.61538462,241.3846154,23.53846154,0,5,5,5,47.83333333,4,56.53846154,1336.615385,86.38461538,5,108.6923077,92.30769231,201.4615385,19.84615385,8,8.5,79.30769231,18
Rantasalmi,2023,30.53846154,730.6923077,0,133,7,22.66666667,46.38461538,20.46153846,239.0769231,18.53846154,0,5,5,5,44,5,52.84615385,1316,50.92307692,5,106.3846154,81.69230769,192.6153846,17.84615385,4,4,81.46153846,14
Rantasalmi,2024,33.75,711.625,0,132.625,7,23.14285714,37.25,9.857142857,246,16.25,0,5,5,5,31.875,5,57,1206.25,39.375,5,103.75,80.25,192.875,14,4,4,91.75,14
Ranua,2008,33.75,0,0,0,14,57,65,47,444,101,0,5,9,5,287,5,57,3377,285,9,103.75,248,0,116,12,4,0,46
Ranua,2009,0,0,0,0,12,54,73,40,422,110,0,5,9,5,271,5,57,3399,292,13,103.75,255,0,128,8,4,0,54
Ranua,2010,0,0,0,0,8,39,66,46,405,108,0,5,9,4,258,5,57,3309,261,9,103.75,235,0,122,22,4,0,37
Ranua,2011,0,0,0,0,9,54,62,43,402,113,0,5,9,4,228,5,57,3297,231,8,0,215,0,108,11,4,0,55
Ranua,2012,0,0,0,0,8,67,64,39,390,106,0,5,9,4,221,5,57,3251,241,7,0,220,0,121,12,4,0,38
Ranua,2013,0,0,0,0,10,45,83,51,374,99,0,5,9,4,198,5,57,3187,251,13,0,196,0,109,10,4,0,44
Ranua,2014,0,0,0,0,9,59,91,53,365,111,0,5,9,4,177,5,57,3113,247,13,0,221,0,99,16,4,0,32
Ranua,2015,0,0,0,0,4,54,74,38,349,97,0,5,9,6,163,5,57,2998,233,13,0,224,0,84,9,4,0,29
Ranua,2016,0,0,0,0,9,58,78,31,348,82,0,5,9,6,163,5,57,2734,191,10,0,217,0,78,16,4,0,26
Ranua,2017,0,0,0,0,7,67,74,28,351,78,0,5,9,6,135,5,0,2650,193,9,0,220,0,75,8,4,0,36
Ranua,2018,40.92307692,789,0,190.3846154,8,32.25,39,7.583333333,328.3846154,44.07692308,0,5,9,6,85.83333333,5,50.61538462,1350.846154,58,4,134.0769231,138.3846154,304.9230769,37.15384615,7,4,112.2307692,11.33333333
Ranua,2019,40.30769231,766.8461538,0,198.8461538,7,31.83333333,36.61538462,8.615384615,322.2307692,48.92307692,0,5,9,6,84.33333333,5,46.30769231,1333.153846,62.07692308,4,128.7692308,111.9230769,296.6923077,26.84615385,8,4,94.92307692,11
Ranua,2020,41.53846154,826.4615385,0,206.1538462,6,20.76923077,39.92307692,10.15384615,304.5384615,39.92307692,0,5,9,6,85.15384615,5,57.92307692,1322.769231,57.38461538,5,151.1538462,115.6923077,325.7692308,25.15384615,7,4,93.23076923,11.33333333
Ranua,2021,43.07692308,815.6923077,0,209,7,21.16666667,50.53846154,19.61538462,296.2307692,34.76923077,0,5,9,6,90.07692308,5,57.07692308,1288.538462,53.15384615,5,150.6923077,104.6153846,318.1538462,28.15384615,7,4,93,27
Ranua,2022,46.46153846,792.3846154,0,194.4615385,7,24.41666667,51.23076923,21.46153846,297.7692308,32.38461538,0,5,9,6,76.84615385,5,54.53846154,1292.153846,115.2307692,4,144.1538462,88.84615385,306.4615385,30,8,4,89.46153846,19
Ranua,2023,39.61538462,793.9230769,0,190.9230769,7,19.66666667,52.84615385,13.61538462,298.5384615,32.07692308,0,7,9,6,74.23076923,8,48.46153846,1303,66.92307692,0,143.3076923,79.69230769,297.6153846,27.69230769,8,4,83.69230769,19
Ranua,2024,32.5,782.875,0,203.125,7,15.5,45.125,8,292.5,22.5,0,4,9,6,61.125,8,36.25,1181.625,45.25,5.5,139.375,64.625,295,23.375,8,4,86.625,4.666666667
Rauma,2008,32.5,0,0,0,26,141,705,514,3886,900,0,4,40,6,2052,8,36.25,29016,2776,88,139.375,1562,0,931,157,4,0,365
Rauma,2009,0,0,0,0,32,256,648,445,4279,964,0,4,32,24,2260,8,36.25,31679,2802,83,139.375,1796,0,1040,118,4,0,395
Rauma,2010,0,0,0,0,29,242,647,447,4252,1019,0,4,14,27,2258,8,36.25,31566,2850,92,139.375,1870,0,1117,159,4,0,434
Rauma,2011,0,0,0,0,33,261,610,397,4253,1040,0,4,10,20,2230,8,36.25,32010,2773,92,0,1878,0,1170,172,4,0,417
Rauma,2012,0,0,0,0,37,251,590,357,4214,1036,0,4,6,34,2172,8,36.25,32121,2611,79,0,1915,0,1137,207,4,0,397
Rauma,2013,0,0,0,0,29,246,621,388,4166,1028,0,4,4,38,2190,8,36.25,31853,2477,103,0,2154,0,1036,157,4,0,356
Rauma,2014,0,0,0,0,33,268,691,396,4100,984,0,4,4,50,2230,8,36.25,31985,2551,60,0,2303,0,1060,201,4,0,385
Rauma,2015,0,0,0,0,33,283,739,427,4054,995,0,4,4,48,2200,8,36.25,31681,2413,76,0,2322,0,1070,184,4,0,324
Rauma,2016,0,0,0,0,24,291,694,354,3971,932,0,4,4,50,2132,8,36.25,28834,2207,73,0,2404,0,939,158,4,0,328
Rauma,2017,0,0,0,0,23,289,657,275,3932,827,0,5,4,49,2032,39,0,28263,2344,55,0,2472,0,1026,185,4,0,340
Rauma,2018,454.4615385,4196.538462,21.08333333,1192.846154,10,98.83333333,370.4615385,107.6153846,3685.153846,485.0769231,0,20.66666667,4,20.33333333,1163.230769,17.83333333,652.3846154,13885.38462,570.0769231,37.23076923,635.3076923,1347.769231,1826.076923,348.1538462,26.84615385,4,1951.615385,44.61538462
Rauma,2019,448.1538462,4131.615385,21.46153846,1215.846154,7.7,97.16666667,396.7692308,119,3642.230769,452.3076923,0,38,4,15,1172.846154,19.84615385,650.3846154,13864.23077,571.6153846,38.07692308,645.3846154,1272.615385,1816.615385,350.3076923,27.69230769,4,1889.923077,43.61538462
Rauma,2020,484.3076923,4381.461538,31.53846154,1239.076923,8.375,101,429.5384615,133.1538462,3608.461538,454.6153846,0,47.66666667,4,5,1213.692308,17.61538462,778,13401.30769,609.6153846,21.92307692,756.1538462,1495.153846,1982.461538,340.0769231,26.84615385,4,1964.923077,51.07692308
Rauma,2021,484.3846154,4328.846154,19.84615385,1244.538462,9.444444444,94.5,471.1538462,115.9230769,3584.153846,409.6153846,0,43.25,4,7,1193.076923,21.83333333,724.3846154,13811.38462,770.3076923,34.84615385,759.0769231,1403.461538,1964.230769,353.6923077,28,4,1920.230769,45
Rauma,2022,487.6153846,4219.384615,8,1202.384615,8.857142857,115.9230769,500,120.1538462,3516.615385,383.3846154,0,41.5,4,7,1187.769231,20.45454545,652.0769231,14382.23077,1075.846154,27.61538462,758.0769231,1153.769231,1989.846154,313.3076923,24,4,1842.230769,39.53846154
Rauma,2023,493.5384615,4175.923077,8,1208.923077,12.6,157.3846154,514.7692308,114.0769231,3467.076923,337.3846154,0,50.5,12.75,7,1187.384615,18.92307692,627.1538462,14125.46154,672.6153846,36.23076923,763.2307692,1125.461538,2023.769231,300.1538462,25.61538462,11.75,1879.076923,34.46153846
Rauma,2024,457.125,4108.125,8,1287.375,4.5,135.5,491.125,104.75,3429.25,284.25,0,29,12.33333333,7,960.625,9.875,555.25,12705.375,427.25,43.625,756.625,1100.75,2001.25,274.625,15.75,11.75,2057.875,20.125
Rautalampi,2008,457.125,0,0,0,4.5,55,41,27,334,85,0,29,12.33333333,7,150,9.875,555.25,2853,234,5,756.625,141,0,64,15.75,11.75,0,26
Rautalampi,2009,0,0,0,0,5,58,46,30,325,77,0,29,12.33333333,7,138,9.875,555.25,2851,202,4,756.625,136,0,80,8,11.75,0,29
Rautalampi,2010,0,0,0,0,7,49,48,31,320,76,0,29,12.33333333,7,134,9.875,555.25,2845,204,9,756.625,140,0,61,10,11.75,0,24
Rautalampi,2011,0,0,0,0,5,49,51,26,309,76,0,29,12.33333333,7,129,9.875,555.25,2857,195,4,0,138,0,61,4,11.75,0,18
Rautalampi,2012,0,0,0,0,4,48,46,27,306,66,0,29,12.33333333,7,118,9.875,555.25,2849,208,4,0,152,0,55,5,11.75,0,22
Rautalampi,2013,0,0,0,0,4,55,41,20,300,63,0,29,12.33333333,5,96,9.875,555.25,2779,211,5,0,163,0,64,8,11.75,0,28
Rautalampi,2014,0,0,0,0,4,59,49,25,295,78,0,29,12.33333333,5,98,9.875,555.25,2730,185,5,0,168,0,66,4,11.75,0,23
Rautalampi,2015,0,0,0,0,4,64,62,29,287,71,0,29,12.33333333,5,103,9.875,555.25,2636,194,7,0,169,0,64,11,11.75,0,18
Rautalampi,2016,0,0,0,0,5,75,55,24,288,53,0,29,12.33333333,5,109,9.875,555.25,2454,174,5,0,150,0,56,11,11.75,0,22
Rautalampi,2017,0,0,0,0,5,80,45,25,280,52,0,29,12.33333333,5,118,9.875,0,2392,194,9,0,145,0,56,11,11.75,0,17
Rautalampi,2018,35,710.2307692,0,183.6153846,5,38.25,23.46153846,9.461538462,260,26.61538462,0,29,12.33333333,5,65.23076923,4,50.92307692,1306.615385,51.38461538,6.5,102.4615385,85.38461538,222.5384615,20.61538462,7,11.75,112.0769231,17
Rautalampi,2019,31.53846154,695.3076923,0,168.4615385,5,31.27272727,26.84615385,15.30769231,253.8461538,16,0,4,12.33333333,5,60.15384615,4,49,1277.846154,55.15384615,5.142857143,102.2307692,84.76923077,223.1538462,15.53846154,7,11.75,123.2307692,13
Rautalampi,2020,36.38461538,742.6923077,0,168.8461538,4,21.63636364,33,21.38461538,243,11.84615385,0,4,12.33333333,5,56.69230769,4,60.15384615,1246.846154,48,4.5,116.6923077,105.1538462,242.6153846,13.69230769,7,11.75,124.3846154,15
Rautalampi,2021,29.38461538,725.3846154,0,160.7692308,5,22.83333333,44.23076923,23.30769231,239,16.15384615,0,4,12.33333333,5,56.61538462,4,57.15384615,1257.615385,55.46153846,7.125,113.8461538,79.53846154,241.1538462,12.46153846,5,11.75,115.9230769,12
Rautalampi,2022,22.38461538,683.7692308,0,156.9230769,5,25.58333333,54.23076923,29.61538462,228.8461538,13.84615385,0,6,12.33333333,5,70,5,51,1268.076923,70.84615385,4,108,58.69230769,240.2307692,17.92307692,4,11.75,109.5384615,12
Rautalampi,2023,25.15384615,661.5384615,0,153.5384615,5,22.84615385,43.07692308,22.84615385,214.4615385,12.69230769,0,6,12.33333333,5,67.53846154,5,49.30769231,1240.692308,63.38461538,4,105.6923077,50.30769231,235.6153846,15.61538462,4,5,114,12
Rautalampi,2024,28,649,0,170.875,5,18.71428571,29.875,19.5,207.25,10.875,0,6,12.33333333,5,56.375,5,55.375,1127.25,43.25,4.5,100.5,49.75,225.75,11.25,4,5,136,4
Rautavaara,2008,28,0,0,0,5,16,19,15,138,30,0,6,12.33333333,5,86,5,55.375,1593,147,4.5,100.5,78,0,36,4,5,0,15
Rautavaara,2009,0,0,0,0,5,20,25,16,133,32,0,6,12.33333333,5,82,5,55.375,1569,129,4.5,100.5,97,0,25,7,5,0,11
Rautavaara,2010,0,0,0,0,5,13,22,13,128,27,0,6,12.33333333,5,67,5,55.375,1511,114,6,100.5,92,0,30,7,5,0,11
Rautavaara,2011,0,0,0,0,4,13,28,12,124,27,0,6,12.33333333,5,57,5,55.375,1530,106,6,0,95,0,23,7,5,0,8
Rautavaara,2012,0,0,0,0,4,14,26,15,118,34,0,6,12.33333333,5,52,5,55.375,1508,111,6,0,84,0,22,7,5,0,6
Rautavaara,2013,0,0,0,0,4,18,31,14,117,29,0,6,12.33333333,5,45,5,55.375,1455,109,6,0,94,0,23,7,5,0,9
Rautavaara,2014,0,0,0,0,4,17,41,27,115,21,0,6,12.33333333,5,45,5,55.375,1451,107,6,0,114,0,23,7,5,0,9
Rautavaara,2015,0,0,0,0,4,18,41,23,114,19,0,6,12.33333333,5,45,5,55.375,1450,96,6,0,114,0,28,4,5,0,6
Rautavaara,2016,0,0,0,0,4,13,28,11,115,24,0,6,12.33333333,5,36,5,55.375,1320,120,6,0,117,0,18,5,5,0,6
Rautavaara,2017,0,0,0,0,4,14,31,15,107,18,0,6,12.33333333,5,48,5,0,1324,113,6,0,113,0,18,5,5,0,7
Rautavaara,2018,10.07692308,505.6153846,0,127,4,8.666666667,13.30769231,7.333333333,98.46153846,11.46153846,0,6,12.33333333,5,24.36363636,5,28.15384615,751.7692308,29.46153846,6,83.92307692,69.15384615,159.7692308,6.769230769,4,5,40,6
Rautavaara,2019,9.846153846,497.2307692,3.5,130.9230769,4,10.1,13.23076923,5.833333333,96.92307692,12.15384615,0,6,12.33333333,5,26.54545455,5,29.38461538,743.2307692,20.69230769,6,84.07692308,61.38461538,157.5384615,6.166666667,4,5,39.69230769,5
Rautavaara,2020,14.15384615,516.3846154,4.692307692,125.6923077,4,11.7,13.69230769,7,96.53846154,9,0,6,12.33333333,5,22.90909091,5,35.07692308,719.7692308,26.30769231,0,95.69230769,61.30769231,157.3076923,6.5,4,5,39.53846154,7
Rautavaara,2021,14.84615385,501.1538462,4.777777778,119.3076923,4,10.27272727,15.69230769,7.076923077,93.23076923,9.384615385,0,6,12.33333333,5,13.36363636,5,28.23076923,685.1538462,29.38461538,0,91.46153846,56,150.1538462,7.666666667,4,5,38,7
Rautavaara,2022,15.92307692,482.6923077,4.777777778,111.7692308,4,13.28571429,19.84615385,6.076923077,91.92307692,7.384615385,0,6,12.33333333,5,17.63636364,5,26.23076923,693.1538462,29.92307692,0,89.69230769,41.61538462,145.8461538,5.5,4,5,36.53846154,4
Rautavaara,2023,16.46153846,461.3076923,4.777777778,103.6923077,4,12.14285714,20.07692308,6.5,88.53846154,5.454545455,0,6,12.33333333,5,16.54545455,5,27.84615385,685.4615385,29.69230769,0,84.84615385,38.30769231,133.5384615,5.166666667,4,5,37.92307692,4
Rautavaara,2024,16.25,453.5,4.777777778,105,4,8,18.125,5.833333333,83.625,4.5,0,6,12.33333333,5,18.83333333,5,22.625,625.625,22.125,0,82.25,34.625,131.375,5.8,4,5,37.375,4
Rautjärvi,2008,16.25,0,0,0,4,111,60,46,372,65,0,6,12.33333333,5,104,5,22.625,3232,308,0,82.25,152,0,57,7,5,0,25
Rautjärvi,2009,0,0,0,0,4,96,42,33,359,60,0,6,12.33333333,5,112,5,22.625,3136,271,0,82.25,153,0,66,7,5,0,28
Rautjärvi,2010,0,0,0,0,4,89,42,22,329,62,0,6,12.33333333,5,120,5,22.625,3117,236,6,82.25,152,0,60,9,5,0,17
Rautjärvi,2011,0,0,0,0,5,82,57,28,314,57,0,6,12.33333333,5,107,5,22.625,3054,248,6,0,131,0,59,8,5,0,27
Rautjärvi,2012,0,0,0,0,5,61,58,32,305,47,0,6,12.33333333,5,96,5,22.625,3008,246,6,0,143,0,70,18,5,0,18
Rautjärvi,2013,0,0,0,0,4,62,72,45,283,53,0,6,12.33333333,5,75,5,22.625,2935,208,11,0,153,0,48,9,5,0,16
Rautjärvi,2014,0,0,0,0,5,69,82,48,278,52,0,6,12.33333333,5,85,5,22.625,2912,203,4,0,157,0,49,8,5,0,16
Rautjärvi,2015,0,0,0,0,5,73,81,39,264,52,0,6,12.33333333,4,91,5,22.625,2868,201,4,0,181,0,52,10,5,0,16
Rautjärvi,2016,0,0,0,0,7,63,78,47,244,43,0,6,12.33333333,4,83,5,22.625,2561,195,4,0,161,0,46,5,5,0,15
Rautjärvi,2017,0,0,0,0,7,60,62,30,231,37,0,6,12.33333333,4,83,5,0,2514,187,4,0,212,0,35,6,5,0,17
Rautjärvi,2018,35.46153846,661.1538462,0,165.1538462,4,27.90909091,34.15384615,12.07692308,216,19.53846154,0,6,12.33333333,4,49.33333333,8,45.23076923,1367.923077,50.07692308,4,98.30769231,126.2307692,216.4615385,18.07692308,10,5,79,15
Rautjärvi,2019,30.84615385,630.6923077,0,155.3846154,4,25.72727273,29.69230769,8.636363636,203.1538462,20.92307692,0,6,12.33333333,4,38.61538462,8,40,1307.769231,40.84615385,4,101,118.9230769,214.3076923,13.92307692,8,5,69.38461538,11
Rautjärvi,2020,32,660.5384615,0,151.9230769,4,30.2,27.76923077,7.769230769,194.7692308,19.23076923,0,4,12.33333333,4,49,7,53.15384615,1282.461538,41.69230769,4.666666667,123.9230769,147.7692308,225.3076923,13.61538462,7,5,73.84615385,9
Rautjärvi,2021,31.69230769,641.8461538,0,147.5384615,4,22.15384615,23.76923077,8.461538462,181.1538462,16.07692308,0,4,12.33333333,4,43.84615385,7,50.84615385,1285.923077,42.30769231,4.5,125.7692308,140.6153846,215.3076923,7.923076923,6,5,78.92307692,7
Rautjärvi,2022,33.76923077,627.3846154,0,143.3076923,4,27.41666667,27.15384615,5.615384615,178.5384615,11.61538462,0,4,12.33333333,4,42.91666667,7,49.92307692,1324.615385,73.76923077,4.5,128.8461538,121.4615385,208.1538462,7.923076923,7,5,82.76923077,11
Rautjärvi,2023,35.61538462,596.8461538,0,132.9230769,4,27.83333333,25.76923077,6.833333333,180.2307692,10.53846154,0,4,12.33333333,4,41.5,7,54.84615385,1317.230769,44.53846154,4.5,121.2307692,121.2307692,200.4615385,11.23076923,7,5,82.61538462,9
Rautjärvi,2024,35.75,570.25,0,135,4,23.85714286,21.625,5.5,168,11.625,0,4,4,4,35.42857143,7,48.75,1177.5,28.125,4.5,115.75,107.5,200.375,13.125,7,5,90,9
Reisjärvi,2008,35.75,0,0,0,9,87,56,61,328,94,0,4,4,4,165,7,48.75,2224,193,9,115.75,78,0,91,11,5,0,27
Reisjärvi,2009,0,0,0,0,6,80,56,51,320,81,0,4,4,4,168,7,48.75,2268,212,7,115.75,93,0,91,8,5,0,41
Reisjärvi,2010,0,0,0,0,8,60,53,38,310,82,0,4,4,4,163,7,48.75,2228,204,8,115.75,97,0,93,7,5,0,35
Reisjärvi,2011,0,0,0,0,7,84,55,38,310,83,0,4,4,5,176,7,48.75,2297,184,8,0,103,0,94,5,5,0,31
Reisjärvi,2012,0,0,0,0,6,81,57,36,299,75,0,4,4,5,152,7,48.75,2271,187,8,0,98,0,97,8,5,0,38
Reisjärvi,2013,0,0,0,0,5,76,53,26,299,72,0,4,4,5,124,7,48.75,2187,166,7,0,100,0,98,11,5,0,38
Reisjärvi,2014,0,0,0,0,5,78,62,27,293,72,0,4,4,5,138,7,48.75,2187,167,7,0,113,0,92,14,5,0,28
Reisjärvi,2015,0,0,0,0,9,66,68,31,288,66,0,4,4,5,130,7,48.75,2173,153,7,0,112,0,96,6,5,0,34
Reisjärvi,2016,0,0,0,0,4,89,64,18,277,67,0,4,4,5,115,7,48.75,1926,164,7,0,119,0,87,12,5,0,29
Reisjärvi,2017,0,0,0,0,6,77,59,21,272,64,0,4,4,5,103,7,0,1859,137,4,0,103,0,74,9,5,0,22
Reisjärvi,2018,22.53846154,529.3846154,0,126.1538462,4,41.27272727,30.38461538,6.75,249,33,0,4,4,5,64.15384615,11,21.38461538,965.3846154,42.76923077,4,80.30769231,63.92307692,219.9230769,29.30769231,8,5,49,9.6
Reisjärvi,2019,22.23076923,523.6923077,0,126.8461538,4,31.45454545,35.61538462,6.583333333,242.6923077,35.61538462,0,4,4,5,63.09090909,6,23.76923077,978.3076923,48.15384615,4,81.69230769,57.69230769,214.4615385,28.15384615,14,5,42.23076923,13.33333333
Reisjärvi,2020,27.76923077,562.6153846,0,122.4615385,4,34.90909091,36,8.692307692,237.8461538,30.84615385,0,4,4,5,62.69230769,16,28.92307692,955.9230769,52.23076923,5.5,103.3076923,58.76923077,227.0769231,40.30769231,9,5,48.53846154,11.5
Reisjärvi,2021,23.76923077,554.7692308,0,124,4,36.9,38.53846154,9.272727273,230.3076923,36.30769231,0,4,4,5,70,16,29.38461538,942.5384615,31.23076923,5.5,105.3076923,59.15384615,217.3076923,32.15384615,7,5,50.38461538,10
Reisjärvi,2022,22.30769231,536.5384615,0,114.4615385,4,25.91666667,38.92307692,10.2,221.3076923,30.84615385,0,4,4,5,65.53846154,6,27.92307692,953.8461538,55.69230769,5.5,105.8461538,52.30769231,211.4615385,24.76923077,9,5,49.15384615,11.66666667
Reisjärvi,2023,22.46153846,518.2307692,0,107.5384615,4,30.41666667,32.46153846,8.25,213.0769231,25.61538462,0,4,4,5,58.46153846,7,30.46153846,966.6923077,45.23076923,4,101.1538462,51.61538462,193.4615385,31.76923077,11,5,52.38461538,14
Reisjärvi,2024,21.625,503,0,111.625,4,37,27.5,4.875,209.875,24.75,0,4,4,5,53.71428571,7,18.625,850.75,25.75,4.5,98.875,43.5,184.75,25.75,11,5,51.5,4
Riihimäki,2008,21.625,0,0,0,16,233,383,305,3384,832,0,4,35,5,1400,7,18.625,21903,2021,69,98.875,1434,0,886,136,5,0,343
Riihimäki,2009,0,0,0,0,19,223,412,307,3353,882,0,4,25,19,1456,7,18.625,21940,1898,91,98.875,1513,0,859,146,5,0,328
Riihimäki,2010,0,0,0,0,24,224,384,284,3293,915,0,4,20,26,1428,7,18.625,22373,1878,96,98.875,1643,0,910,166,5,0,324
Riihimäki,2011,0,0,0,0,22,238,432,288,3319,905,0,4,18,31,1395,7,18.625,22572,1995,63,0,1644,0,906,148,5,0,341
Riihimäki,2012,0,0,0,0,27,264,448,290,3308,914,0,4,19,24,1361,7,18.625,22776,2002,71,0,1768,0,896,168,5,0,321
Riihimäki,2013,0,0,0,0,31,284,496,283,3282,908,0,4,11,20,1372,7,18.625,22831,1874,88,0,1917,0,895,183,5,0,291
Riihimäki,2014,0,0,0,0,25,327,535,287,3265,875,0,4,11,19,1401,7,18.625,22982,1851,71,0,2018,0,813,157,5,0,319
Riihimäki,2015,0,0,0,0,17,325,557,286,3188,857,0,4,8,44,1381,7,18.625,22497,1798,69,0,2113,0,839,169,5,0,274
Riihimäki,2016,0,0,0,0,18,314,552,254,3123,841,0,4,4,26,1368,7,18.625,20411,1742,64,0,2167,0,741,143,5,0,240
Riihimäki,2017,0,0,0,0,22,266,530,207,3103,773,0,9,4,31,1327,24,0,19935,1772,66,0,2106,0,710,165,5,0,245
Riihimäki,2018,365.1538462,2475,17.75,1092.461538,13,114.3846154,294.8461538,88.61538462,2941.307692,462.2307692,0,22.33333333,4,16,741.4615385,16.38461538,853,9529,444.5384615,29.84615385,477.0769231,1292.923077,1173.461538,280.5384615,22.15384615,5,1725.230769,33.61538462
Riihimäki,2019,393.5384615,2452.846154,17.07692308,1108.538462,11,108.4615385,315.3846154,104.9230769,2895.846154,450.9230769,0,24.33333333,4,8,754.9230769,14.61538462,821.8461538,9604.153846,453.1538462,26.69230769,500.3846154,1201.076923,1167.615385,238.4615385,23.61538462,5,1682.461538,29.23076923
Riihimäki,2020,431.5384615,2646.153846,24.84615385,1161.923077,7.5,92.16666667,340.3846154,116.0769231,2847.923077,429.8461538,0,33.33333333,4,6,808.1538462,17.09090909,1002.769231,9267.846154,450.5384615,29.15384615,573.6153846,1327.153846,1292,233.3076923,22.53846154,5,1793.538462,35
Riihimäki,2021,439.5384615,2622.538462,15.61538462,1170.769231,9,90.91666667,413.4615385,142.5384615,2807.846154,410.8461538,0,32.33333333,4,4,870.3076923,14.41666667,962.6153846,9507.384615,553.1538462,41.38461538,565.6153846,1253.230769,1280.076923,235.8461538,21,5,1829.384615,31.38461538
Riihimäki,2022,420.9230769,2572.538462,8.083333333,1145.692308,9.5,134.7692308,471.7692308,162.2307692,2773.692308,360.0769231,0,35,4,4,806.7692308,15.72727273,892.3846154,9789.230769,767.7692308,40.53846154,570.3076923,1062.846154,1272.692308,228.8461538,22.69230769,5,1729.923077,29.38461538
Riihimäki,2023,404.4615385,2548.846154,8.083333333,1144.615385,7.666666667,188.1538462,488.6923077,158.2307692,2757.923077,323.9230769,0,34.66666667,20.25,4,779.0769231,14.92307692,863.1538462,9622.384615,545.6153846,40.38461538,575.2307692,1035.692308,1347.769231,213.1538462,21.38461538,12,1727.307692,29.23076923
Riihimäki,2024,375.75,2525.875,8.083333333,1236.5,4,185.25,439.875,124.75,2723.625,267.625,0,17,18.75,4,659.875,7.4,837.75,8546.25,370.625,42.625,579.25,1027.75,1370.125,207.25,14,12,1924.625,11.5
Ristijärvi,2008,375.75,0,8.083333333,0,4,35,26,10,123,11,0,17,18.75,4,65,7.4,837.75,1220,107,42.625,579.25,74,0,19,14,12,0,14
Ristijärvi,2009,0,0,8.083333333,0,4,36,30,14,127,14,0,17,18.75,4,61,7.4,837.75,1223,91,42.625,579.25,74,0,25,14,12,0,8
Ristijärvi,2010,0,0,8.083333333,0,4,40,37,19,122,18,0,17,18.75,4,66,7.4,837.75,1216,102,42.625,579.25,63,0,24,7,12,0,8
Ristijärvi,2011,0,0,8.083333333,0,4,42,35,18,119,18,0,17,18.75,4,67,7.4,837.75,1212,103,5,0,65,0,20,7,12,0,6
Ristijärvi,2012,0,0,8.083333333,0,4,42,29,16,113,23,0,17,18.75,4,58,7.4,837.75,1198,112,5,0,45,0,19,5,12,0,8
